Operação,Tempo Médio (ms),Desvio Padrão (ms),Throughput Médio (KB/s),Min (ms),Max (ms)
Assinatura,63.27902674674987,0.5873112774849797,62.14099979552923,62.66593933105469,69.51189041137695
Verificação,0.09256243705749512,0.009111653438174565,42156.351403529945,0.0782012939453125,0.1380443572998047
